date,boro,metric,value
2019-01-14,BRONX,HEAT/HOT WATER,2234
2019-01-14,BRONX,Street Light Condition,2234
2019-01-14,BRONX,UNSANITARY CONDITION,2234
2019-01-14,BRONX,Noise - Residential,2234
2019-01-14,BRONX,PAINT/PLASTER,2234
2019-01-14,BROOKLYN,complaints,3431
2019-01-14,BROOKLYN,HEAT/HOT WATER,3431
2019-01-14,BROOKLYN,Graffiti,3431
2019-01-14,BROOKLYN,Request Large Bulky Item Collection,3431
2019-01-14,BROOKLYN,Illegal Parking,3431
2019-01-14,BROOKLYN,Blocked Driveway,3431
2019-01-14,MANHATTAN,complaints,1863
2019-01-14,MANHATTAN,HEAT/HOT WATER,1863
2019-01-14,MANHATTAN,Noise - Residential,1863
2019-01-14,MANHATTAN,Noise,1863
2019-01-14,MANHATTAN,Street Light Condition,1863
2019-01-14,MANHATTAN,Illegal Parking,1863
2019-01-14,QUEENS,complaints,2176
2019-01-14,QUEENS,HEAT/HOT WATER,2176
2019-01-14,QUEENS,Request Large Bulky Item Collection,2176
2019-01-14,QUEENS,Illegal Parking,2176
2019-01-14,QUEENS,Blocked Driveway,2176
2019-01-14,QUEENS,Water System,2176
2019-01-14,STATEN ISLAND,complaints,563
2019-01-14,STATEN ISLAND,Street Condition,563
2019-01-14,STATEN ISLAND,Request Large Bulky Item Collection,563
2019-01-14,STATEN ISLAND,Electronics Waste,563
2019-01-14,STATEN ISLAND,HEAT/HOT WATER,563
2019-01-14,STATEN ISLAND,Water System,563
2019-01-14,Unspecified,complaints,141
2019-01-14,Unspecified,DOF Parking - Payment Issue,141
2019-01-14,Unspecified,Benefit Card Replacement,141
2019-01-14,Unspecified,HPD Literature Request,141
2019-01-14,Unspecified,Highway Condition,141
2019-01-14,Unspecified,DCA / DOH New License Application Request,141
2019-01-15,Unspecified,DCA / DOH New License Application Request,129
2019-01-15,NYC,HEAT/HOT WATER,8589
2019-01-15,NYC,Request Large Bulky Item Collection,8589
2019-01-15,NYC,Illegal Parking,8589
2019-01-15,NYC,Noise - Residential,8589
2019-01-15,NYC,Blocked Driveway,8589
2019-01-15,BRONX,complaints,1765
2019-01-15,BRONX,HEAT/HOT WATER,1765
2019-01-15,BRONX,UNSANITARY CONDITION,1765
2019-01-15,BRONX,Noise - Residential,1765
2019-01-15,BRONX,PAINT/PLASTER,1765
2019-01-15,BRONX,PLUMBING,1765
2019-01-15,BROOKLYN,complaints,2851
2019-01-15,BROOKLYN,HEAT/HOT WATER,2851
2019-01-15,BROOKLYN,Request Large Bulky Item Collection,2851
2019-01-15,BROOKLYN,Illegal Parking,2851
2019-01-15,BROOKLYN,Graffiti,2851
2019-01-15,BROOKLYN,Blocked Driveway,2851
2019-01-15,MANHATTAN,complaints,1640
2019-01-15,MANHATTAN,HEAT/HOT WATER,1640
2019-01-15,MANHATTAN,Noise,1640
2019-01-15,MANHATTAN,Noise - Residential,1640
2019-01-15,MANHATTAN,Graffiti,1640
2019-01-15,MANHATTAN,PAINT/PLASTER,1640
2019-01-15,QUEENS,complaints,1741
2019-01-15,QUEENS,Request Large Bulky Item Collection,1741
2019-01-15,QUEENS,HEAT/HOT WATER,1741
2019-01-15,QUEENS,Illegal Parking,1741
2019-01-15,QUEENS,Blocked Driveway,1741
2019-01-15,QUEENS,Water System,1741
2019-01-15,STATEN ISLAND,complaints,463
2019-01-15,STATEN ISLAND,Request Large Bulky Item Collection,463
2019-01-15,STATEN ISLAND,Electronics Waste,463
2019-01-15,STATEN ISLAND,Graffiti,463
2019-01-15,STATEN ISLAND,Street Condition,463
2019-01-15,STATEN ISLAND,Missed Collection (All Materials),463
2019-01-15,Unspecified,complaints,129
2019-01-15,Unspecified,Benefit Card Replacement,129
2019-01-15,Unspecified,DOF Parking - Payment Issue,129
2019-01-15,Unspecified,HPD Literature Request,129
2019-01-15,Unspecified,Highway Condition,129
2019-01-15,Unspecified,DCA / DOH New License Application Request,129
2019-01-16,Unspecified,DCA / DOH New License Application Request,152
2019-01-16,NYC,HEAT/HOT WATER,8176
2019-01-16,NYC,Request Large Bulky Item Collection,8176
2019-01-16,NYC,Illegal Parking,8176
2019-01-16,NYC,Blocked Driveway,8176
2019-01-16,NYC,Street Light Condition,8176
2019-01-16,BRONX,complaints,1527
2019-01-16,BRONX,HEAT/HOT WATER,1527
2019-01-16,BRONX,UNSANITARY CONDITION,1527
2019-01-16,BRONX,Noise - Residential,1527
2019-01-16,BRONX,PAINT/PLASTER,1527
2019-01-16,BRONX,DOOR/WINDOW,1527
2019-01-16,BROOKLYN,complaints,2785
2019-01-16,BROOKLYN,HEAT/HOT WATER,2785
2019-01-16,BROOKLYN,Request Large Bulky Item Collection,2785
2019-01-16,BROOKLYN,Illegal Parking,2785
2019-01-16,BROOKLYN,Street Light Condition,2785
2019-01-16,BROOKLYN,Blocked Driveway,2785
2019-01-16,MANHATTAN,complaints,1403
2019-01-16,MANHATTAN,HEAT/HOT WATER,1403
2019-01-16,MANHATTAN,Noise,1403
2019-01-16,MANHATTAN,Noise - Residential,1403
2019-01-16,MANHATTAN,Illegal Parking,1403
2019-01-16,MANHATTAN,Street Condition,1403
2019-01-16,QUEENS,complaints,1847
2019-01-16,QUEENS,Request Large Bulky Item Collection,1847
2019-01-16,QUEENS,Blocked Driveway,1847
2019-01-16,QUEENS,Illegal Parking,1847
2019-01-16,QUEENS,HEAT/HOT WATER,1847
2019-01-16,QUEENS,Street Light Condition,1847
2019-01-16,STATEN ISLAND,complaints,462
2019-01-16,STATEN ISLAND,Street Condition,462
2019-01-16,STATEN ISLAND,Request Large Bulky Item Collection,462
2019-01-16,STATEN ISLAND,Electronics Waste,462
2019-01-16,STATEN ISLAND,Sidewalk Condition,462
2019-01-16,STATEN ISLAND,Missed Collection (All Materials),462
2019-01-16,Unspecified,complaints,152
2019-01-16,Unspecified,Benefit Card Replacement,152
2019-01-16,Unspecified,DOF Parking - Payment Issue,152
2019-01-16,Unspecified,HPD Literature Request,152
2019-01-16,Unspecified,Question,152
2019-01-16,Unspecified,DCA / DOH New License Application Request,152
2019-01-17,Unspecified,Question,120
2019-01-17,NYC,HEAT/HOT WATER,8395
2019-01-17,NYC,Illegal Parking,8395
2019-01-17,NYC,Request Large Bulky Item Collection,8395
2019-01-17,NYC,Noise - Residential,8395
2019-01-17,NYC,Graffiti,8395
2019-01-17,BRONX,complaints,1626
2019-01-17,BRONX,HEAT/HOT WATER,1626
2019-01-17,BRONX,Noise - Residential,1626
2019-01-17,BRONX,PAINT/PLASTER,1626
2019-01-17,BRONX,PLUMBING,1626
2019-01-17,BRONX,UNSANITARY CONDITION,1626
2019-01-17,BROOKLYN,complaints,2549
2019-01-17,BROOKLYN,HEAT/HOT WATER,2549
2019-01-17,BROOKLYN,Illegal Parking,2549
2019-01-17,BROOKLYN,Request Large Bulky Item Collection,2549
2019-01-17,BROOKLYN,Blocked Driveway,2549
2019-01-17,BROOKLYN,Noise - Residential,2549
2019-01-17,MANHATTAN,complaints,1883
2019-01-17,MANHATTAN,Graffiti,1883
2019-01-17,MANHATTAN,HEAT/HOT WATER,1883
2019-01-17,MANHATTAN,Noise - Residential,1883
2019-01-17,MANHATTAN,Illegal Parking,1883
2019-01-17,MANHATTAN,Noise,1883
2019-01-17,QUEENS,complaints,1789
2019-01-17,QUEENS,HEAT/HOT WATER,1789
2019-01-17,QUEENS,Request Large Bulky Item Collection,1789
2019-01-17,QUEENS,Illegal Parking,1789
2019-01-17,QUEENS,Blocked Driveway,1789
2019-01-17,QUEENS,Street Light Condition,1789
2019-01-17,STATEN ISLAND,complaints,428
2019-01-17,STATEN ISLAND,Street Condition,428
2019-01-17,STATEN ISLAND,Request Large Bulky Item Collection,428
2019-01-17,STATEN ISLAND,Illegal Parking,428
2019-01-17,STATEN ISLAND,Electronics Waste,428
2019-01-17,STATEN ISLAND,Missed Collection (All Materials),428
2019-01-17,Unspecified,complaints,120
2019-01-17,Unspecified,Benefit Card Replacement,120
2019-01-17,Unspecified,DOF Parking - Payment Issue,120
2019-01-17,Unspecified,HPD Literature Request,120
2019-01-17,Unspecified,Ferry Inquiry,120
2019-01-17,Unspecified,Question,120
2019-01-18,Unspecified,Question,116
2019-01-18,NYC,HEAT/HOT WATER,6729
2019-01-18,NYC,Illegal Parking,6729
2019-01-18,NYC,Noise - Residential,6729
2019-01-18,NYC,Request Large Bulky Item Collection,6729
2019-01-18,NYC,Blocked Driveway,6729
2019-01-18,BRONX,complaints,1331
2019-01-18,BRONX,HEAT/HOT WATER,1331
2019-01-18,BRONX,Noise - Residential,1331
2019-01-18,BRONX,UNSANITARY CONDITION,1331
2019-01-18,BRONX,PAINT/PLASTER,1331
2019-01-18,BRONX,Street Light Condition,1331
2019-01-18,BROOKLYN,complaints,2124
2019-01-18,BROOKLYN,HEAT/HOT WATER,2124
2019-01-18,BROOKLYN,Illegal Parking,2124
2019-01-18,BROOKLYN,Blocked Driveway,2124
2019-01-18,BROOKLYN,Request Large Bulky Item Collection,2124
2019-01-18,BROOKLYN,Noise - Residential,2124
2019-01-18,MANHATTAN,complaints,1266
2019-01-18,MANHATTAN,HEAT/HOT WATER,1266
2019-01-18,MANHATTAN,Noise - Residential,1266
2019-01-18,MANHATTAN,Illegal Parking,1266
2019-01-18,MANHATTAN,Noise,1266
2019-01-18,MANHATTAN,Request Large Bulky Item Collection,1266
2019-01-18,QUEENS,complaints,1519
2019-01-18,QUEENS,HEAT/HOT WATER,1519
2019-01-18,QUEENS,Illegal Parking,1519
2019-01-18,QUEENS,Blocked Driveway,1519
2019-01-18,QUEENS,Request Large Bulky Item Collection,1519
2019-01-18,QUEENS,Noise - Residential,1519
2019-01-18,STATEN ISLAND,complaints,373
2019-01-18,STATEN ISLAND,Missed Collection (All Materials),373
2019-01-18,STATEN ISLAND,Illegal Parking,373
2019-01-18,STATEN ISLAND,Request Large Bulky Item Collection,373
2019-01-18,STATEN ISLAND,Electronics Waste,373
2019-01-18,STATEN ISLAND,Street Condition,373
2019-01-18,Unspecified,complaints,116
2019-01-18,Unspecified,Benefit Card Replacement,116
2019-01-18,Unspecified,DOF Parking - Payment Issue,116
2019-01-18,Unspecified,Highway Condition,116
2019-01-18,Unspecified,HPD Literature Request,116
2019-01-18,Unspecified,Question,116
2019-01-19,Unspecified,Home Delivered Meal Complaint,37
2019-01-19,NYC,HEAT/HOT WATER,5287
2019-01-19,NYC,Noise - Residential,5287
2019-01-19,NYC,Illegal Parking,5287
2019-01-19,NYC,Blocked Driveway,5287
2019-01-19,NYC,Request Large Bulky Item Collection,5287
2019-01-19,BRONX,complaints,1081
2019-01-19,BRONX,HEAT/HOT WATER,1081
2019-01-19,BRONX,Noise - Residential,1081
2019-01-19,BRONX,Blocked Driveway,1081
2019-01-19,BRONX,Illegal Parking,1081
2019-01-19,BRONX,PLUMBING,1081
2019-01-19,BROOKLYN,complaints,1597
2019-01-19,BROOKLYN,HEAT/HOT WATER,1597
2019-01-19,BROOKLYN,Noise - Residential,1597
2019-01-19,BROOKLYN,Illegal Parking,1597
2019-01-19,BROOKLYN,Blocked Driveway,1597
2019-01-19,BROOKLYN,Request Large Bulky Item Collection,1597
2019-01-19,MANHATTAN,complaints,1113
2019-01-19,MANHATTAN,HEAT/HOT WATER,1113
2019-01-19,MANHATTAN,Noise - Residential,1113
2019-01-19,MANHATTAN,Noise,1113
2019-01-19,MANHATTAN,Noise - Commercial,1113
2019-01-19,MANHATTAN,Request Large Bulky Item Collection,1113
2019-01-19,QUEENS,complaints,1224
2019-01-19,QUEENS,Blocked Driveway,1224
2019-01-19,QUEENS,Illegal Parking,1224
2019-01-19,QUEENS,HEAT/HOT WATER,1224
2019-01-19,QUEENS,Noise - Residential,1224
2019-01-19,QUEENS,Request Large Bulky Item Collection,1224
2019-01-19,STATEN ISLAND,complaints,235
2019-01-19,STATEN ISLAND,Missed Collection (All Materials),235
2019-01-19,STATEN ISLAND,Request Large Bulky Item Collection,235
2019-01-19,STATEN ISLAND,Illegal Parking,235
2019-01-19,STATEN ISLAND,HEAT/HOT WATER,235
2019-01-19,STATEN ISLAND,Electronics Waste,235
2019-01-19,Unspecified,complaints,37
2019-01-19,Unspecified,Benefit Card Replacement,37
2019-01-19,Unspecified,Highway Condition,37
2019-01-19,Unspecified,HPD Literature Request,37
2019-01-19,Unspecified,Homeless Person Assistance,37
2019-01-19,Unspecified,Home Delivered Meal Complaint,37
2019-01-20,Unspecified,Maintenance or Facility,49
2019-01-20,NYC,HEAT/HOT WATER,5563
2019-01-20,NYC,Noise - Residential,5563
2019-01-20,NYC,Blocked Driveway,5563
2019-01-20,NYC,Illegal Parking,5563
2019-01-20,NYC,Request Large Bulky Item Collection,5563
2019-01-20,BRONX,complaints,1254
2019-01-20,BRONX,HEAT/HOT WATER,1254
2019-01-20,BRONX,Noise - Residential,1254
2019-01-20,BRONX,Blocked Driveway,1254
2019-01-20,BRONX,WATER LEAK,1254
2019-01-20,BRONX,UNSANITARY CONDITION,1254
2019-01-20,BROOKLYN,complaints,1758
2019-01-20,BROOKLYN,HEAT/HOT WATER,1758
2019-01-20,BROOKLYN,Noise - Residential,1758
2019-01-20,BROOKLYN,Blocked Driveway,1758
2019-01-20,BROOKLYN,Request Large Bulky Item Collection,1758
2019-01-20,BROOKLYN,Illegal Parking,1758
2019-01-20,MANHATTAN,complaints,925
2019-01-20,MANHATTAN,HEAT/HOT WATER,925
2019-01-20,MANHATTAN,Noise - Residential,925
2019-01-20,MANHATTAN,Noise - Commercial,925
2019-01-20,MANHATTAN,Street Condition,925
2019-01-20,MANHATTAN,Request Large Bulky Item Collection,925
2019-01-20,QUEENS,complaints,1269
2019-01-20,QUEENS,HEAT/HOT WATER,1269
2019-01-20,QUEENS,Blocked Driveway,1269
2019-01-20,QUEENS,Illegal Parking,1269
2019-01-20,QUEENS,Noise - Residential,1269
2019-01-20,QUEENS,Missed Collection (All Materials),1269
2019-01-20,STATEN ISLAND,complaints,308
2019-01-20,STATEN ISLAND,Missed Collection (All Materials),308
2019-01-20,STATEN ISLAND,Request Large Bulky Item Collection,308
2019-01-20,STATEN ISLAND,Electronics Waste,308
2019-01-20,STATEN ISLAND,Illegal Parking,308
2019-01-20,STATEN ISLAND,Sewer,308
2019-01-20,Unspecified,complaints,49
2019-01-20,Unspecified,Benefit Card Replacement,49
2019-01-20,Unspecified,HPD Literature Request,49
2019-01-20,Unspecified,Highway Condition,49
2019-01-20,Unspecified,Traffic Signal Condition,49
2019-01-20,Unspecified,Maintenance or Facility,49
2019-01-21,Unspecified,DCA / DOH New License Application Request,68
2019-01-21,NYC,HEAT/HOT WATER,11510
2019-01-21,NYC,Noise - Residential,11510
2019-01-21,NYC,Request Large Bulky Item Collection,11510
2019-01-21,NYC,Illegal Parking,11510
2019-01-21,NYC,PLUMBING,11510
2019-01-21,BRONX,complaints,3013
2019-01-21,BRONX,HEAT/HOT WATER,3013
2019-01-21,BRONX,Noise - Residential,3013
2019-01-21,BRONX,UNSANITARY CONDITION,3013
2019-01-21,BRONX,PLUMBING,3013
2019-01-21,BRONX,DOOR/WINDOW,3013
2019-01-21,BROOKLYN,complaints,3751
2019-01-21,BROOKLYN,HEAT/HOT WATER,3751
2019-01-21,BROOKLYN,Request Large Bulky Item Collection,3751
2019-01-21,BROOKLYN,Traffic Signal Condition,3751
2019-01-21,BROOKLYN,Noise - Residential,3751
2019-01-21,BROOKLYN,PLUMBING,3751
2019-01-21,MANHATTAN,complaints,2130
2019-01-21,MANHATTAN,HEAT/HOT WATER,2130
2019-01-21,MANHATTAN,Noise - Residential,2130
2019-01-21,MANHATTAN,Noise,2130
2019-01-21,MANHATTAN,DOOR/WINDOW,2130
2019-01-21,MANHATTAN,Request Large Bulky Item Collection,2130
2019-01-21,QUEENS,complaints,2129
2019-01-21,QUEENS,HEAT/HOT WATER,2129
2019-01-21,QUEENS,Request Large Bulky Item Collection,2129
2019-01-21,QUEENS,Blocked Driveway,2129
2019-01-21,QUEENS,Illegal Parking,2129
2019-01-21,QUEENS,Water System,2129
2019-01-21,STATEN ISLAND,complaints,419
2019-01-21,STATEN ISLAND,HEAT/HOT WATER,419
2019-01-21,STATEN ISLAND,Request Large Bulky Item Collection,419
2019-01-21,STATEN ISLAND,Snow,419
2019-01-21,STATEN ISLAND,Water System,419
2019-01-21,STATEN ISLAND,Electronics Waste,419
2019-01-21,Unspecified,complaints,68
2019-01-21,Unspecified,Benefit Card Replacement,68
2019-01-21,Unspecified,HPD Literature Request,68
2019-01-21,Unspecified,DOF Parking - Payment Issue,68
2019-01-21,Unspecified,Highway Condition,68
2019-01-21,Unspecified,DCA / DOH New License Application Request,68
2019-01-22,Unspecified,For Hire Vehicle Complaint,164
2019-01-22,NYC,HEAT/HOT WATER,11211
2019-01-22,NYC,Request Large Bulky Item Collection,11211
2019-01-22,NYC,Water System,11211
2019-01-22,NYC,Noise - Residential,11211
2019-01-22,NYC,PLUMBING,11211
2019-01-22,BRONX,complaints,2502
2019-01-22,BRONX,HEAT/HOT WATER,2502
2019-01-22,BRONX,Noise - Residential,2502
2019-01-22,BRONX,PLUMBING,2502
2019-01-22,BRONX,UNSANITARY CONDITION,2502
2019-01-22,BRONX,PAINT/PLASTER,2502
2019-01-22,BROOKLYN,complaints,3420
2019-01-22,BROOKLYN,HEAT/HOT WATER,3420
2019-01-22,BROOKLYN,Request Large Bulky Item Collection,3420
2019-01-22,BROOKLYN,Illegal Parking,3420
2019-01-22,BROOKLYN,Water System,3420
2019-01-22,BROOKLYN,Traffic Signal Condition,3420
2019-01-22,MANHATTAN,complaints,2269
2019-01-22,MANHATTAN,HEAT/HOT WATER,2269
2019-01-22,MANHATTAN,Graffiti,2269
2019-01-22,MANHATTAN,Noise - Residential,2269
2019-01-22,MANHATTAN,PLUMBING,2269
2019-01-22,MANHATTAN,Water System,2269
2019-01-22,QUEENS,complaints,2270
2019-01-22,QUEENS,HEAT/HOT WATER,2270
2019-01-22,QUEENS,Request Large Bulky Item Collection,2270
2019-01-22,QUEENS,Blocked Driveway,2270
2019-01-22,QUEENS,Water System,2270
2019-01-22,QUEENS,Illegal Parking,2270
2019-01-22,STATEN ISLAND,complaints,586
2019-01-22,STATEN ISLAND,Water System,586
2019-01-22,STATEN ISLAND,HEAT/HOT WATER,586
2019-01-22,STATEN ISLAND,Request Large Bulky Item Collection,586
2019-01-22,STATEN ISLAND,Street Condition,586
2019-01-22,STATEN ISLAND,Electronics Waste,586
2019-01-22,Unspecified,complaints,164
2019-01-22,Unspecified,Benefit Card Replacement,164
2019-01-22,Unspecified,DOF Parking - Payment Issue,164
2019-01-22,Unspecified,HPD Literature Request,164
2019-01-22,Unspecified,DOF Parking - Request Status,164
2019-01-22,Unspecified,For Hire Vehicle Complaint,164
2019-01-23,Unspecified,Highway Condition,134
2019-01-23,NYC,HEAT/HOT WATER,8373
2019-01-23,NYC,Request Large Bulky Item Collection,8373
2019-01-23,NYC,Water System,8373
2019-01-23,NYC,Illegal Parking,8373
2019-01-23,NYC,Noise - Residential,8373
2019-01-23,BRONX,complaints,1563
2019-01-23,BRONX,HEAT/HOT WATER,1563
2019-01-23,BRONX,Noise - Residential,1563
2019-01-23,BRONX,Street Light Condition,1563
2019-01-23,BRONX,Blocked Driveway,1563
2019-01-23,BRONX,Illegal Parking,1563
2019-01-23,BROOKLYN,complaints,2657
2019-01-23,BROOKLYN,HEAT/HOT WATER,2657
2019-01-23,BROOKLYN,Request Large Bulky Item Collection,2657
2019-01-23,BROOKLYN,Blocked Driveway,2657
2019-01-23,BROOKLYN,Illegal Parking,2657
2019-01-23,BROOKLYN,Water System,2657
2019-01-23,MANHATTAN,complaints,1590
2019-01-23,MANHATTAN,HEAT/HOT WATER,1590
2019-01-23,MANHATTAN,Noise - Residential,1590
2019-01-23,MANHATTAN,Water System,1590
2019-01-23,MANHATTAN,Illegal Parking,1590
2019-01-23,MANHATTAN,Noise,1590
2019-01-23,QUEENS,complaints,1895
2019-01-23,QUEENS,Request Large Bulky Item Collection,1895
2019-01-23,QUEENS,HEAT/HOT WATER,1895
2019-01-23,QUEENS,Water System,1895
2019-01-23,QUEENS,Illegal Parking,1895
2019-01-23,QUEENS,Blocked Driveway,1895
2019-01-23,STATEN ISLAND,complaints,534
2019-01-23,STATEN ISLAND,Request Large Bulky Item Collection,534
2019-01-23,STATEN ISLAND,Street Condition,534
2019-01-23,STATEN ISLAND,Water System,534
2019-01-23,STATEN ISLAND,Electronics Waste,534
2019-01-23,STATEN ISLAND,Water Conservation,534
2019-01-23,Unspecified,complaints,134
2019-01-23,Unspecified,Benefit Card Replacement,134
2019-01-23,Unspecified,DOF Parking - Payment Issue,134
2019-01-23,Unspecified,HPD Literature Request,134
2019-01-23,Unspecified,DCA / DOH New License Application Request,134
2019-01-23,Unspecified,Highway Condition,134
2019-01-24,Unspecified,Question,105
2019-01-24,NYC,HEAT/HOT WATER,7681
2019-01-24,NYC,Illegal Parking,7681
2019-01-24,NYC,Request Large Bulky Item Collection,7681
2019-01-24,NYC,Blocked Driveway,7681
2019-01-24,NYC,UNSANITARY CONDITION,7681
2019-01-24,BRONX,complaints,1451
2019-01-24,BRONX,HEAT/HOT WATER,1451
2019-01-24,BRONX,UNSANITARY CONDITION,1451
2019-01-24,BRONX,WATER LEAK,1451
2019-01-24,BRONX,Noise - Residential,1451
2019-01-24,BRONX,PAINT/PLASTER,1451
2019-01-24,BROOKLYN,complaints,2517
2019-01-24,BROOKLYN,HEAT/HOT WATER,2517
2019-01-24,BROOKLYN,Illegal Parking,2517
2019-01-24,BROOKLYN,Request Large Bulky Item Collection,2517
2019-01-24,BROOKLYN,UNSANITARY CONDITION,2517
2019-01-24,BROOKLYN,Blocked Driveway,2517
2019-01-24,MANHATTAN,complaints,1294
2019-01-24,MANHATTAN,HEAT/HOT WATER,1294
2019-01-24,MANHATTAN,Illegal Parking,1294
2019-01-24,MANHATTAN,Noise - Residential,1294
2019-01-24,MANHATTAN,Request Large Bulky Item Collection,1294
2019-01-24,MANHATTAN,Street Light Condition,1294
2019-01-24,QUEENS,complaints,1857
2019-01-24,QUEENS,Request Large Bulky Item Collection,1857
2019-01-24,QUEENS,Blocked Driveway,1857
2019-01-24,QUEENS,HEAT/HOT WATER,1857
2019-01-24,QUEENS,Sewer,1857
2019-01-24,QUEENS,Illegal Parking,1857
2019-01-24,STATEN ISLAND,complaints,457
2019-01-24,STATEN ISLAND,Street Condition,457
2019-01-24,STATEN ISLAND,Sewer,457
2019-01-24,STATEN ISLAND,Electronics Waste,457
2019-01-24,STATEN ISLAND,Illegal Parking,457
2019-01-24,STATEN ISLAND,Request Large Bulky Item Collection,457
2019-01-24,Unspecified,complaints,105
2019-01-24,Unspecified,Benefit Card Replacement,105
2019-01-24,Unspecified,HPD Literature Request,105
2019-01-24,Unspecified,DOF Parking - Payment Issue,105
2019-01-24,Unspecified,Highway Condition,105
2019-01-24,Unspecified,Question,105
2019-01-25,Unspecified,Question,128
2019-01-25,NYC,HEAT/HOT WATER,8017
2019-01-25,NYC,Noise - Residential,8017
2019-01-25,NYC,Request Large Bulky Item Collection,8017
2019-01-25,NYC,Illegal Parking,8017
2019-01-25,NYC,Blocked Driveway,8017
2019-01-25,BRONX,complaints,1508
2019-01-25,BRONX,HEAT/HOT WATER,1508
2019-01-25,BRONX,Noise - Residential,1508
2019-01-25,BRONX,UNSANITARY CONDITION,1508
2019-01-25,BRONX,PLUMBING,1508
2019-01-25,BRONX,Street Light Condition,1508
2019-01-25,BROOKLYN,complaints,2406
2019-01-25,BROOKLYN,HEAT/HOT WATER,2406
2019-01-25,BROOKLYN,Request Large Bulky Item Collection,2406
2019-01-25,BROOKLYN,Illegal Parking,2406
2019-01-25,BROOKLYN,Blocked Driveway,2406
2019-01-25,BROOKLYN,Noise - Residential,2406
2019-01-25,MANHATTAN,complaints,1441
2019-01-25,MANHATTAN,HEAT/HOT WATER,1441
2019-01-25,MANHATTAN,Noise - Residential,1441
2019-01-25,MANHATTAN,Noise,1441
2019-01-25,MANHATTAN,Illegal Parking,1441
2019-01-25,MANHATTAN,UNSANITARY CONDITION,1441
